Age,Workclass,Final Weight,Education,Education Number,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per Week,Native Country,Class
0.369863,2,0.148187,0,0.8,1,1,2,0,1,0,0,0.397959,0,1
0.109589,2,0.148974,1,0.533333,0,0,1,0,0,0,0,0.397959,0,0
0.191781,2,0.073468,5,0.6,0,4,1,0,0,0,0,0.397959,0,0
0.438356,2,0.014526,15,0.466667,0,5,3,1,1,0,0,0.346939,0,0
0.232877,2,0.121636,1,0.533333,1,7,2,0,1,0,0,0.479592,0,0
0.191781,1,0.147825,1,0.533333,1,3,2,0,1,0,0,0.397959,29,0
0.410959,1,0.10041,5,0.6,2,10,3,0,1,0,0,0.397959,0,0
0.287671,2,0.121304,0,0.8,1,1,2,0,1,0.072981,0,0.5,0,1
0.013699,2,0.077244,1,0.533333,0,10,1,0,0,0,0,0.193878,0,0
0.410959,2,0.010547,4,0.266667,2,8,3,0,0,0,0.394628,0.295918,0,0
0.342466,2,0.129893,1,0.533333,0,10,3,0,1,0,0,0.397959,0,0
0.164384,2,0.089857,0,0.8,0,4,1,0,1,0,0,0.397959,0,0
0.287671,4,0.143111,5,0.6,2,11,3,0,1,0,0,0.755102,0,0
0.068493,2,0.116116,5,0.6,0,4,1,4,0,0,0,0.193878,0,0
0.205479,2,0.108956,1,0.533333,0,10,1,0,1,0,0,0.397959,0,0
0.041096,2,0.081041,5,0.6,0,0,1,0,1,0,0,0.479592,0,0
0.328767,2,0.163523,10,0.933333,1,4,2,0,1,0,0,0.5,0,0
0.39726,2,0.312211,1,0.533333,1,5,2,4,1,0,0,0.459184,0,1
0.369863,2,0.086036,1,0.533333,1,0,0,0,0,0,0,0.377551,0,0
0.246575,2,0.253411,0,0.8,0,0,3,0,0,0,0,0.397959,0,0
0.589041,2,0.061843,1,0.533333,1,10,2,0,1,0.150242,0,0.397959,0,1
0.260274,4,0.083876,4,0.266667,1,10,2,0,1,0,0,0.244898,0,0
0.178082,2,0.146068,5,0.6,0,10,5,0,1,0,0,0.397959,0,0
0.315068,0,0.050683,8,1,1,3,2,0,1,0,0,0.5,0,1
0.054795,2,0.048049,5,0.6,0,0,1,0,0,0.02176,0,0.193878,0,0
0.109589,2,0.108866,0,0.8,0,3,3,0,0,0,0,0.397959,0,0
0.534247,0,0.17782,3,0.866667,2,3,3,0,1,0,0.38315,0.397959,0,0
0.342466,2,0.119198,5,0.6,1,1,2,0,1,1,0,0.55102,0,1
0.123288,2,0.320246,7,0.2,0,2,5,0,1,0,0,0.397959,31,0
0.671233,5,0.141439,1,0.533333,1,0,0,0,0,0,0,0.397959,0,1
0.424658,2,0.095535,7,0.2,1,10,2,0,1,0,0,0.316327,24,0
0.246575,2,0.154487,5,0.6,0,4,5,0,1,0,0,0.5,0,0
0.328767,2,0.112481,3,0.866667,1,3,2,0,1,0,0,0.44898,0,1
0.027397,2,0.12758,5,0.6,0,4,1,0,0,0,0,0.193878,0,0
0.520548,1,0.067467,1,0.533333,1,4,2,0,1,0,0,0.397959,0,0
0.342466,1,0.220201,0,0.8,1,10,2,0,1,0.150242,0,0.602041,0,1
0.383562,2,0.102301,5,0.6,2,5,3,0,1,0,0,0.5,0,0
0.164384,2,0.070888,0,0.8,0,2,3,0,1,0,0,0.397959,0,0
0.342466,1,0.008474,8,1,1,3,2,0,1,0.150242,0,0.397959,0,1
0.657534,2,0.14486,1,0.533333,2,4,3,0,0,0,0,0.193878,0,0
0.178082,2,0.106504,6,0.733333,0,8,4,1,1,0,0,0.397959,19,0
0.356164,2,0.136244,5,0.6,1,10,2,0,1,0,0,0.397959,0,0
0.60274,2,0.055495,7,0.2,1,7,2,0,1,0,0,0.397959,16,0
0.068493,2,0.120644,5,0.6,0,8,3,0,0,0,0,0.5,0,0
0.082192,2,0.178033,2,0.4,4,8,5,0,0,0,0,0.397959,0,0
0.232877,2,0.119505,1,0.533333,1,7,2,0,1,0,0,0.397959,0,0
0.465753,2,0.18468,1,0.533333,6,3,5,0,0,0,0,0.346939,0,0
0.054795,2,0.126305,5,0.6,0,0,1,0,0,0,0,0.142857,0,0
0.191781,2,0.241936,6,0.733333,0,3,3,1,1,0,0,0.397959,0,0
0.232877,2,0.106276,6,0.733333,0,0,3,0,0,0,0,0.346939,0,0
0.219178,3,0.074663,5,0.6,1,1,0,4,0,0,0,0.397959,0,1
0.205479,2,0.08416,3,0.866667,4,1,3,0,1,0,0.648301,0.55102,0,1
0.369863,2,0.110944,2,0.4,1,4,2,0,1,0,0,0.397959,0,1
0.054795,0,0.10937,5,0.6,0,8,1,4,1,0,0,0.193878,0,0
0.794521,4,0.012843,1,0.533333,2,0,3,0,0,0,0,0.193878,0,0
0.520548,3,0.052017,3,0.866667,1,1,2,1,1,0,0,0.602041,0,1
0.356164,1,0.111235,1,0.533333,1,8,0,0,0,0,0,0.153061,0,0
0.191781,2,0.137876,1,0.533333,1,10,2,0,1,0,0,0.44898,0,0
0.328767,2,0.126418,5,0.6,1,10,2,0,1,0,0,0.44898,0,0
0.123288,4,0.114554,3,0.866667,0,3,3,0,1,0,0,0.5,0,0
0.082192,2,0.13165,9,0.666667,0,10,5,4,0,0,0,0.397959,0,0
0.342466,3,0.036447,1,0.533333,2,0,5,4,0,0,0,0.397959,0,0
0.164384,2,0.12587,1,0.533333,0,0,3,0,0,0,0,0.397959,0,0
0.054795,2,0.117543,1,0.533333,0,0,3,0,1,0,0,0.5,0,0
0.150685,2,0.083268,0,0.8,0,1,1,0,1,0,0,0.397959,0,0
0.246575,3,0.095997,5,0.6,0,8,5,4,0,0,0,0.397959,0,0
0.657534,2,0.070364,0,0.8,1,5,2,0,1,0,0,0.193878,0,0
0.232877,2,0.259547,0,0.8,0,3,3,0,1,0.02463,0,0.5,23,0
0.561644,2,0.225256,0,0.8,2,4,3,0,1,0,0,0.5,0,0
0.575342,2,0.099675,1,0.533333,2,8,3,0,0,0,0,0.397959,0,0
0.39726,2,0.27909,0,0.8,1,1,2,0,1,0.076881,0,0.397959,0,1
0.178082,2,0.0526,9,0.666667,1,3,2,0,1,0,0,0.397959,0,1
0.150685,2,0.013239,0,0.8,0,2,1,0,1,0,0,0.397959,0,0
0.410959,2,0.150247,3,0.866667,2,4,3,0,1,0.278283,0,0.602041,0,1
0.178082,2,0.213816,0,0.8,2,4,3,0,1,0,0.359045,0.397959,0,1
0.232877,2,0.152306,1,0.533333,0,10,1,0,1,0,0,0.397959,0,0
0.465753,0,0.123735,5,0.6,2,3,3,0,0,0,0,0.397959,0,0
0.328767,2,0.197787,1,0.533333,1,1,2,0,1,0,0,0.397959,0,0
0.547945,2,0.107956,5,0.6,1,3,2,0,1,0,0,0.397959,0,1
0.150685,1,0.018407,9,0.666667,1,6,2,0,1,0,0,0.602041,0,0
0.616438,4,0.125598,1,0.533333,6,8,3,0,0,0,0,0.173469,0,0
0.068493,0,0.094882,5,0.6,0,9,1,0,1,0,0,0.193878,0,0
0.287671,2,0.246016,0,0.8,1,3,2,0,1,0,0,0.397959,0,1
0.383562,4,0.239251,1,0.533333,1,5,2,0,1,0,0,0.397959,0,1
0.273973,2,0.118003,6,0.733333,1,10,2,0,1,0,0,0.55102,0,0
0.054795,2,0.023944,1,0.533333,2,7,4,0,1,0,0,0.397959,0,0
0.438356,2,0.094282,1,0.533333,0,10,3,4,1,0,0,0.397959,0,0
0.09589,2,0.331579,1,0.533333,0,8,1,4,1,0,0,0.397959,0,0
0.410959,2,0.085453,0,0.8,2,1,3,0,1,0,0.518365,0.397959,0,1
0.041096,3,0.144816,5,0.6,0,9,1,0,0,0,0,0.234694,0,0
0.136986,2,0.095765,10,0.933333,1,3,0,0,0,0,0,0.5,0,1
0.315068,2,0.107035,1,0.533333,4,8,3,0,0,0,0,0.397959,0,0
0.191781,4,0.111037,0,0.8,2,3,3,0,0,0,0,0.397959,0,0
0.356164,2,0.029155,1,0.533333,1,7,2,0,1,0,0.453857,0.520408,0,1
0.424658,2,0.01811,0,0.8,1,1,2,0,1,0.150242,0,0.5,0,1
0.643836,1,0.036475,1,0.533333,1,6,2,0,1,0.072981,0,0.44898,0,1
0.30137,2,0.110054,1,0.533333,4,10,5,0,1,0,0,0.397959,0,0
0.452055,2,0.015579,1,0.533333,1,10,2,0,1,0,0,0.397959,0,0
0.479452,2,0.110931,9,0.666667,2,8,5,0,0,0,0,0.397959,0,0
0.369863,2,0.103498,3,0.866667,1,3,0,0,0,0,0,0.44898,0,0
0.506849,2,0.102814,1,0.533333,1,5,2,0,1,0,0.433196,0.653061,0,1
0,1,0.114799,12,0.333333,0,6,1,0,1,0,0,0.346939,0,0
0.219178,3,0.112509,1,0.533333,1,0,2,4,1,0,0,0.397959,0,0
0.150685,2,0.023691,12,0.333333,0,7,1,0,0,0,0,0.397959,0,0
0.30137,1,0.120711,0,0.8,1,4,2,0,1,0,0,0.602041,0,0
0.219178,2,0.106286,9,0.666667,0,10,5,0,1,0,0,0.397959,0,0
0.575342,2,0.110706,7,0.2,0,8,4,0,1,0,0,0.316327,0,0
0.780822,2,0.090448,14,0.066667,6,13,3,4,0,0,0,0.142857,0,0
0.506849,2,0.100155,5,0.6,1,11,2,0,1,0,0,0.397959,0,1
0.191781,2,0.068648,6,0.733333,1,7,2,0,1,0,0,0.55102,0,0
0.191781,2,0.322909,5,0.6,4,4,5,0,0,0,0,0.397959,0,0
0.041096,2,0.198602,5,0.6,0,4,1,1,0,0,0,0.193878,0,0
0.506849,4,0.117875,3,0.866667,1,3,2,0,1,0,0.453857,0.397959,0,1
0.342466,2,0.136244,9,0.666667,1,0,2,0,1,0.02407,0,0.397959,0,0
0.547945,1,0.205903,10,0.933333,1,3,2,0,1,0,0,0.357143,0,0
0.438356,2,0.083779,1,0.533333,6,10,5,1,0,0,0,0.397959,10,0
0.315068,2,0.141734,8,1,1,1,2,1,1,0.03103,0,0.397959,7,1
0.287671,2,0.12931,1,0.533333,0,0,3,0,1,0,0,0.397959,0,0
0.30137,2,0.103626,1,0.533333,1,7,2,0,1,0,0,0.418367,0,1
0.356164,2,0.121928,6,0.733333,1,4,2,0,1,0.076881,0,0.5,0,1
0.547945,2,0.099015,0,0.8,1,4,0,0,0,0,0,0.397959,0,0
0.287671,2,0.121445,10,0.933333,1,3,2,0,1,0,0,1,0,1
0.109589,2,0.123209,0,0.8,0,8,3,0,0,0,0,0.377551,0,0
0.315068,2,0.088807,0,0.8,0,3,3,0,0,0,0,0.44898,0,0
0.232877,2,0.131764,0,0.8,1,1,2,0,1,0,0,0.479592,0,1
0.246575,1,0.11972,1,0.533333,2,6,1,0,1,0,0,0.5,0,0
0.493151,2,0.015496,5,0.6,2,0,3,0,0,0,0,0.336735,0,0
0.054795,2,0.129562,5,0.6,0,7,5,0,1,0,0,0.397959,0,0
0.356164,2,0.202148,0,0.8,1,10,2,0,1,0,0,0.397959,0,0
0.356164,1,0.156984,1,0.533333,1,10,2,0,1,0,0,0.602041,0,0
0.068493,2,0.11194,9,0.666667,0,3,5,4,0,0,0,0.346939,0,0
0.643836,1,0.069032,1,0.533333,1,4,2,0,1,0,0,0.346939,0,0
0.315068,2,0.142436,3,0.866667,0,3,3,0,0,0.03325,0,0.397959,0,0
0.232877,2,0.118539,1,0.533333,1,2,2,0,1,0,0,0.704082,0,0
0.39726,2,0.122576,1,0.533333,1,0,0,0,0,0,0,0.397959,0,0
0.246575,2,0.151232,1,0.533333,0,7,4,0,1,0,0,0.397959,20,0
0.205479,2,0.048198,5,0.6,1,5,2,0,1,0,0,0.602041,0,0
0.123288,2,0.160759,5,0.6,0,10,1,0,1,0,0,0.397959,0,0
0.109589,2,0.226752,1,0.533333,0,10,3,0,1,0,0,0.397959,0,0
0.520548,2,0.176832,0,0.8,1,9,2,0,1,0,0,0.55102,0,1
0.068493,2,0.032781,5,0.6,0,4,1,0,0,0,0,0.397959,0,0
0.164384,0,0.014611,5,0.6,2,0,1,0,1,0,0,0.193878,0,0
0.287671,1,0.067829,1,0.533333,1,1,2,0,1,0,0,1,0,0
0.520548,2,0.128161,5,0.6,6,8,3,0,0,0,0,0.346939,0,0
0.123288,2,0.058319,1,0.533333,1,1,2,0,1,0,0,0.397959,0,0
0.232877,5,0.045708,0,0.8,0,3,3,3,1,0,0,0.602041,0,0
0.109589,0,0.088818,1,0.533333,0,0,1,0,0,0,0,0.397959,0,0
0.30137,2,0.06035,1,0.533333,2,3,3,0,0,0.0465,0,0.397959,0,0
0.561644,0,0.099656,4,0.266667,1,6,2,0,1,0,0,0.397959,0,0
0.232877,4,0.231581,9,0.666667,0,10,1,0,0,0,0,0.397959,0,0
0.164384,1,0.101891,5,0.6,0,1,1,1,1,0,0,0.44898,10,0
0.438356,0,0.149194,8,1,2,3,5,0,1,0,0,0.5,0,1
0.287671,2,0.115224,0,0.8,0,0,3,0,0,0,0,0.346939,0,0
0.054795,2,0.102763,5,0.6,0,8,1,0,1,0,0,0.346939,0,0
0.150685,2,0.080528,0,0.8,1,3,2,0,1,0,0,0.397959,0,1
0.342466,2,0.133515,5,0.6,1,1,0,0,0,0,0,0.397959,36,1
0.164384,1,0.031553,6,0.733333,0,8,1,0,1,0,0,0.602041,0,0
0.424658,2,0.070874,1,0.533333,2,0,5,0,0,0,0,0.44898,0,0
0.315068,2,0.038744,0,0.8,1,6,2,0,1,0,0,0.397959,0,0
0.260274,2,0.209537,5,0.6,1,10,2,0,1,0,0,0.397959,0,1
0.232877,2,0.126052,0,0.8,1,4,2,0,1,0,0,0.602041,0,1
0.547945,1,0.164103,14,0.066667,1,4,2,0,1,0,0,0.346939,20,0
0.09589,2,0.052206,4,0.266667,0,8,3,0,1,0,0,0.397959,36,0
0.205479,2,0.244517,4,0.266667,4,8,5,0,0,0,0,0.22449,20,0
0.30137,2,0.122471,1,0.533333,1,5,2,0,1,0,0,0.561224,0,0
0.30137,2,0.265688,2,0.4,2,5,1,0,1,0,0,0.397959,0,0
0.013699,2,0.106876,2,0.4,0,8,1,0,0,0,0,0.112245,0,0
0.041096,2,0.13935,5,0.6,0,10,1,0,1,0,0,0.397959,0,0
0.506849,2,0.111128,12,0.333333,1,5,2,0,1,0,0,0.397959,0,0
0.315068,1,0.113587,1,0.533333,1,5,2,0,1,0,0,0.755102,0,1
0.136986,2,0.093274,5,0.6,1,0,2,0,1,0,0,0.295918,0,0
0.136986,2,0.188032,1,0.533333,0,7,1,0,0,0,0,0.397959,0,0
0.356164,3,0.227812,0,0.8,0,9,3,0,1,0,0,0.5,0,0
0.068493,2,0.268057,0,0.8,0,1,4,0,0,0,0,0.397959,0,0
0,2,0.122868,2,0.4,0,4,5,0,0,0,0,0.112245,17,0
0.273973,5,0.103036,6,0.733333,1,4,2,0,1,0,0,0.5,0,1
0.438356,2,0.109228,12,0.333333,4,1,3,4,1,0.04416,0,1,0,0
0.219178,2,0.218291,9,0.666667,0,8,5,4,1,0,0,0.397959,0,0
0.054795,0,0.024338,5,0.6,0,1,1,0,1,0,0.367769,0.091837,0,0
0.383562,2,0.118153,1,0.533333,2,10,3,0,1,0,0,0.397959,0,0
0.219178,2,0.062645,1,0.533333,1,2,2,0,1,0,0,0.397959,0,0
0.109589,2,0.062354,0,0.8,1,10,2,0,1,0.02829,0,0.602041,0,0
0.739726,2,0.136185,1,0.533333,1,4,2,0,1,0,0,0.357143,0,0
0.082192,4,0.129765,0,0.8,0,3,1,0,0,0,0,0.44898,0,0
0.328767,2,0.080032,10,0.933333,1,3,2,0,1,0,0,0.806122,0,1
0.410959,2,0.140008,1,0.533333,3,4,5,0,0,0,0,0.193878,12,0
0.178082,2,0.096328,0,0.8,0,4,3,0,1,0,0,0.653061,0,0
0.315068,2,0.123098,5,0.6,1,0,0,0,0,0,0,0.397959,24,0
0.369863,2,0.049069,5,0.6,2,4,5,0,0,0,0,0.479592,0,0
0.452055,2,0.094208,3,0.866667,1,3,2,0,1,0,0.453857,0.397959,0,1
0.191781,0,0.098741,1,0.533333,1,6,2,0,1,0,0,0.397959,0,0
0.69863,2,0.139321,1,0.533333,1,11,2,0,1,0,0,0.234694,0,0
0.383562,2,0.235395,15,0.466667,1,0,2,0,1,0.02407,0,0.5,0,0
0.287671,2,0.118109,0,0.8,0,3,1,0,1,0,0,0.397959,0,0
0.835616,5,0.136085,2,0.4,1,1,2,0,1,0,0,0.091837,0,0
0.191781,5,0.013213,9,0.666667,1,6,2,0,1,0,0,0.55102,0,0
0.30137,2,0.330408,1,0.533333,2,0,3,0,1,0,0,0.397959,0,0
0.260274,1,0.016069,7,0.2,1,7,2,0,1,0.072981,0,0.44898,0,1
0.39726,4,0.102064,3,0.866667,2,3,5,0,0,0,0,0.5,4,0
0.178082,2,0.072382,5,0.6,1,0,2,1,1,0,0,0.5,0,1
0.232877,2,0.131976,5,0.6,0,4,5,0,1,0,0,0.346939,0,0
0.178082,3,0.278982,1,0.533333,4,0,4,4,1,0,0,0.346939,0,0
0.410959,2,0.122025,0,0.8,1,4,2,4,1,0,0,0.397959,0,1
0.315068,2,0.143742,5,0.6,1,0,0,0,0,0,0,0.163265,0,1
0.369863,1,0.124422,1,0.533333,1,4,2,4,1,0,0,0.704082,18,0
0.315068,2,0.069474,1,0.533333,2,10,4,0,0,0,0,0.397959,19,0
0.041096,2,0.072622,5,0.6,0,5,1,0,1,0,0,0.397959,0,0
0.383562,2,0.15503,0,0.8,1,1,2,0,1,0,0,0.397959,0,1
0.520548,2,0.126854,0,0.8,1,1,2,0,1,0.150242,0,0.418367,0,1
0.465753,2,0.089512,1,0.533333,0,7,1,0,0,0,0,0.397959,0,0
0.287671,2,0.235257,5,0.6,1,2,2,0,1,0,0,0.397959,0,0
0.438356,4,0.032142,3,0.866667,1,3,2,0,1,0,0,0.397959,0,1
0.438356,0,0.257603,0,0.8,1,1,2,0,1,0.150242,0,0.397959,0,1
0.178082,4,0.060485,1,0.533333,4,8,5,0,0,0,0,0.255102,0,0
0.041096,2,0.071537,5,0.6,0,1,1,0,1,0,0,0.397959,0,0
0.232877,2,0.148703,4,0.266667,4,6,5,4,1,0,0,0.397959,0,0
0.342466,4,0.088807,1,0.533333,6,5,5,0,0,0,0,0.397959,0,0
0.39726,2,0.213643,3,0.866667,1,4,2,0,1,0,0.554408,0.653061,0,1
0.356164,2,0.129961,0,0.8,0,3,3,0,0,0,0,0.397959,0,1
0.616438,2,0.051815,1,0.533333,0,0,3,0,0,0,0,0.377551,0,0
0.054795,2,0.155005,5,0.6,0,7,1,0,0,0,0,0.704082,0,0
0.561644,4,0.098045,14,0.066667,6,2,5,4,1,0,0,0.397959,0,0
0.178082,2,0.089042,0,0.8,1,0,0,0,0,0,0,0.397959,0,0
0.273973,2,0.239864,1,0.533333,4,10,5,0,1,0,0,0.704082,15,0
0.068493,0,0.171435,0,0.8,0,9,1,0,0,0,0,0.397959,0,0
0.643836,0,0.143672,4,0.266667,0,0,3,0,0,0,0,0.377551,0,0
0.342466,2,0.0965,1,0.533333,1,5,2,0,1,0,0,0.5,0,1
0.356164,0,0.156366,1,0.533333,1,10,2,0,1,0,0,0.397959,0,0
0.232877,2,0.076258,5,0.6,2,0,3,0,0,0,0,0.397959,0,0
0.109589,2,0.133756,1,0.533333,0,8,1,0,0,0,0,0.05102,0,0
0.054795,2,0.101834,5,0.6,0,0,1,0,1,0,0,0.397959,0,0
0.383562,3,0.032587,1,0.533333,1,0,2,0,1,0,0,0.397959,0,1
0.520548,1,0.043884,6,0.733333,1,1,2,0,1,0,0,0.55102,0,1
0.09589,2,0.085296,1,0.533333,0,10,1,0,1,0,0,0.5,0,0
0.726027,1,0.227941,5,0.6,1,1,2,0,1,0,0,0.346939,0,0
0.136986,4,0.086003,0,0.8,0,3,3,0,1,0,0,0.346939,0,0
0.232877,2,0.353224,5,0.6,1,10,2,0,1,0,0,0.397959,0,0
0.547945,2,0.013072,0,0.8,1,5,2,0,1,0,0,0.397959,0,0
0.273973,1,0.012692,1,0.533333,1,1,2,0,1,0,0,0.397959,0,0
0.479452,2,0.071318,14,0.066667,1,1,2,0,1,0,0,0.5,0,1
0.205479,2,0.192199,1,0.533333,1,10,2,0,1,0,0,0.479592,0,0
0.342466,2,0.12123,9,0.666667,1,10,2,0,1,0,0,0.397959,0,0
0.09589,2,0.158869,0,0.8,0,7,1,4,0,0,0,0.397959,0,0
0.452055,2,0.080476,1,0.533333,1,2,2,4,1,0,0,0.397959,0,0
0.260274,2,0.118123,6,0.733333,1,10,2,0,1,0,0,0.5,0,0
0.342466,2,0.110866,1,0.533333,1,7,2,0,1,0,0,0.397959,0,0
0.315068,2,0.132258,1,0.533333,0,0,3,0,0,0.068491,0,0.377551,0,0
0.30137,3,0.04777,0,0.8,0,0,3,0,1,0,0,0.44898,0,0
0.287671,0,0.208229,0,0.8,1,11,2,4,1,0,0,0.520408,0,0
0.013699,2,0.165523,1,0.533333,0,8,1,0,1,0,0,0.397959,0,0
0.630137,1,0.139519,11,0.133333,0,4,3,0,0,0,0,0.020408,0,0
0.452055,2,0.131429,3,0.866667,1,4,2,0,1,0.150242,0,0.397959,0,1
0.890411,1,0.154987,1,0.533333,1,10,2,0,1,0,0,0.397959,12,0
0.219178,2,0.096328,1,0.533333,2,2,1,0,1,0,0,0.44898,0,0
0.273973,2,0.038689,5,0.6,1,5,2,1,1,0,0,0.397959,0,0
0.09589,2,0.218158,1,0.533333,3,5,1,0,1,0,0,0.397959,38,0
0.191781,2,0.106108,0,0.8,0,1,5,0,0,0,0,0.5,0,0
0.575342,2,0.123119,1,0.533333,2,7,1,0,0,0,0,0.397959,0,0
0.013699,2,0.281584,15,0.466667,0,6,1,0,1,0,0,0.55102,0,0
0.410959,1,0.081187,5,0.6,1,4,2,0,1,0,0,0.397959,0,0
0.424658,2,0.045748,2,0.4,1,6,2,0,1,0,0,0.5,0,0
0.136986,2,0.105096,0,0.8,0,3,5,3,0,0,0,0.326531,0,0
0.232877,2,0.04137,2,0.4,0,8,1,1,1,0,0,0.397959,15,0
0.452055,2,0.069118,9,0.666667,1,11,2,0,1,0,0,0.846939,0,0
0.547945,1,0.066647,5,0.6,1,6,2,0,1,0,0,0.755102,0,0
0.589041,2,0.014249,1,0.533333,1,11,2,0,1,0,0,0.397959,0,0
0.30137,2,0.096525,1,0.533333,1,0,2,0,1,0,0,0.397959,0,1
0.013699,2,0.010523,1,0.533333,0,4,1,0,0,0,0,0.244898,0,0
0.123288,2,0.088717,6,0.733333,1,3,0,0,0,0,0,0.755102,0,0
0.273973,2,0.121366,5,0.6,1,4,0,0,0,0.072981,0,0.397959,0,1
0.041096,2,0.205198,1,0.533333,0,4,1,0,0,0,0,0.295918,0,0
0.164384,4,0.177589,3,0.866667,0,3,3,0,1,0,0,0.44898,0,0
0.178082,2,0.110565,1,0.533333,2,5,3,0,1,0,0,0.520408,0,0
0.054795,2,0.034895,5,0.6,0,8,1,0,1,0,0,0.142857,0,0
0.09589,4,0.123016,5,0.6,0,11,1,0,0,0,0,0.397959,0,0
0.465753,2,0.042101,1,0.533333,1,7,2,0,1,0,0,0.397959,0,0
0.191781,2,0.074927,1,0.533333,2,0,5,0,0,0,0,0.397959,0,0
0.383562,2,0.144776,0,0.8,1,3,2,0,1,0,0.453857,0.397959,0,1
0.260274,4,0.071044,5,0.6,1,10,2,0,1,0,0,0.397959,0,0
0.164384,2,0.12543,0,0.8,0,3,1,0,0,0,0,0.72449,0,0
0.041096,2,0.06318,1,0.533333,0,4,3,0,0,0,0,0.346939,0,0
0.39726,2,0.06548,5,0.6,6,0,3,0,0,0,0,0.602041,0,0
0.369863,2,0.10821,1,0.533333,1,5,2,0,1,0,0,0.44898,0,0
0.30137,2,0.255184,1,0.533333,2,1,3,0,0,0,0,0.377551,0,0
0.30137,2,0.114959,0,0.8,2,1,3,0,1,0,0,0.55102,0,0
0.383562,2,0.10769,1,0.533333,1,7,2,0,1,0,0,0.438776,0,1
0.150685,2,0.118984,5,0.6,1,1,2,0,1,0,0,0.55102,0,0
0.369863,2,0.180271,5,0.6,1,0,0,0,0,0,0,0.346939,0,0
0.424658,4,0.327065,1,0.533333,1,1,2,4,1,0.072981,0,0.377551,0,1
0.136986,2,0.141583,1,0.533333,0,0,3,0,0,0,0,0.704082,0,0
0.232877,1,0.134121,1,0.533333,1,1,2,0,1,0,0,0.397959,0,0
0.246575,2,0.054971,1,0.533333,1,10,2,0,1,0,0,0.397959,0,0
0.150685,3,0.22373,1,0.533333,0,10,3,0,1,0,0,0.397959,0,0
0.109589,2,0.152101,10,0.933333,0,3,3,0,0,0,0,0.295918,0,0
0.054795,2,0.074438,5,0.6,0,4,1,4,0,0,0,0.193878,0,0
0.013699,2,0.207757,2,0.4,0,8,1,0,1,0,0,0.142857,0,0
0.630137,1,0.067251,7,0.2,6,6,5,0,0,0,0,0.091837,0,0
0.013699,2,0.126546,2,0.4,0,4,1,4,0,0,0,0.071429,0,0
0.205479,2,0.12289,1,0.533333,1,10,2,0,1,0,0,0.397959,0,0
0.027397,2,0.108721,2,0.4,0,5,1,0,1,0,0,0.193878,0,0
0.082192,2,0.032631,5,0.6,0,5,3,0,1,0,0,0.602041,0,0
0.260274,2,0.122692,3,0.866667,1,3,2,0,1,0,0.453857,0.602041,0,1
0.356164,2,0.085505,1,0.533333,2,8,3,4,0,0,0.4045,0.346939,0,0
0.383562,2,0.15368,0,0.8,1,1,2,0,1,0,0,0.397959,2,1
0.178082,2,0.132967,1,0.533333,1,10,2,3,1,0,0,0.397959,20,0
0.39726,2,0.115134,1,0.533333,1,10,2,4,1,0.04064,0,0.397959,0,0
0.09589,3,0.184481,5,0.6,2,0,5,4,0,0,0,0.244898,0,0
0.342466,2,0.064514,5,0.6,0,1,3,0,0,0,0.561065,0.397959,0,1
0.082192,2,0.017317,5,0.6,0,4,1,0,0,0,0,0.397959,0,0
0.136986,2,0.170649,1,0.533333,0,0,3,0,1,0,0,0.5,0,0
0.424658,2,0.165139,5,0.6,0,2,3,0,1,0,0,0.397959,0,0
0.191781,5,0.225472,1,0.533333,0,10,3,0,1,0,0,0.438776,0,0
0.191781,2,0.039583,14,0.066667,0,8,4,0,0,0,0,0.244898,36,0
0.013699,2,0.078471,15,0.466667,0,4,1,0,0,0,0,0.244898,0,0
0.260274,2,0.117438,1,0.533333,0,4,3,0,0,0,0,0.397959,0,0
0.561644,2,0.075489,0,0.8,1,1,2,0,1,0.076881,0,0.5,0,1
0.465753,1,0.08424,1,0.533333,1,6,2,0,1,0,0.362489,0.397959,0,0
0.068493,2,0.118694,1,0.533333,0,0,1,0,0,0,0,0.397959,0,0
0.753425,2,0.112389,12,0.333333,1,4,2,0,1,0,0,0.142857,0,0
0.60274,2,0.038021,12,0.333333,1,6,2,0,1,0,0,0.55102,0,0
0.342466,2,0.280199,5,0.6,1,7,2,0,1,0.03908,0,0.397959,0,0
0.178082,5,0.09594,1,0.533333,1,1,2,0,1,0,0,0.5,0,1
0.315068,2,0.175974,6,0.733333,2,1,3,0,0,0,0,0.397959,0,0
0.041096,2,0.12623,1,0.533333,0,0,1,0,1,0,0,0.397959,0,0
0.657534,2,0.310589,0,0.8,1,4,2,0,1,0,0,0.142857,0,0
0.260274,2,0.102556,5,0.6,2,4,5,0,0,0,0,0.397959,0,0
0.273973,2,0.192652,1,0.533333,0,7,3,0,1,0,0,0.397959,0,0
0.219178,1,0.07674,5,0.6,1,4,2,0,1,0,0,0.602041,0,0
0.643836,4,0.115851,1,0.533333,6,8,5,0,0,0,0,0.397959,0,0
0.60274,1,0.067425,0,0.8,1,6,2,0,1,0,0,0.193878,0,1
0.287671,2,0.014865,0,0.8,0,4,5,0,0,0,0,0.44898,0,0
0.136986,2,0.116368,0,0.8,1,1,2,0,1,0,0.453857,0.5,0,1
0.09589,2,0.125964,0,0.8,0,3,1,1,0,0,0,0.397959,15,0
